airlines;date_post;text;sentiment
singapore-airlines;2018-08-22;" |  Auckland to London via Singapore. When boarding the SIA A380 in Singapore I was saddened to see how tired the aircraft was looking on the outside and the inside compared to the Air New Zealand 787 I arrived on. The seats have definitely seen better days and struggling to get comfortable half way through the flight. Sat at the front of economy you could see how much better and new the premium economy seats and screens was compared to the aged economy seat, like two different airlines on the same aircraft. Crew like always had a smile on and did plenty of laps around offering water and cleaning. Toilets was also nice and clean and stocked with basic essentials, tooth brush, combs, moisturiser along with having hot towels before each meal helped you feel a bit more refreshed. Meals was ok, drink portions are terrible. Two sips and the lots gone. Feels like cost cutting is taking place.";POSITIVE
singapore-airlines;2018-08-20;" |  Singapore to Seoul. Service seems to have improved since the last time I flew them on economy in December 2016. Hot towels and lots of drink refills even when flying over moderate turbulence. During the outbound flight, my inflight entertainment had no sound after an hour airborne and the crew initially wanted me to move to another seat at the rear of the plane but I rejected it as I had specifically chosen a seat on the wing for comfort. The leading crew and cabin manager eventually moved me to the first row of economy class on an aisle seat with extra legroom, insisting that I should enjoy my movie and sitcoms and also meant first to deplane! Service standards vary- local Singapore hires seem passionate and genuine but their overseas hires didn’t appear friendly. Inbound, the meal service did not start until 1.5 hours prior to landing as it was a redeye back to Singapore but the attendant serving my row was happy to heat up pot noodles for me. Chief steward was friendly and gave me a bag of free goodies having seen me carry two stuffed bears to ease my fear of it being extremely bumpy having read that the return flight would be going over a typhoon. Food option ran out but the crew let me have a vegetarian meal which tasted pretty good. Seat had issues reclining and two attendants pleasantly helped me make sure it worked despite taking 15 minutes or so. Both ways: inflight entertainment with plenty of movies and music to choose from. Would have flown them to LHR and back this winter if not for outrageously expensive winter fares exceeding 30 day stays!";POSITIVE
singapore-airlines;2018-08-19;" | Dhaka to Kuala Lumpur via Singapore. I flew Singapore Airlines with my spouse from Dhaka to Kuala Lumpur via Singapore. We had booked the tickets around 3 months ahead which allowed us to get them at unimaginably cheap price. So given the overall quality of service we received was great bang for buck. We loved the interior which had nice Christmas decorations. The legroom was sufficient for an economy seat. The food on the menu was better than what I have had on most flights. The cabin crew were extremely polite and helpful. Our takeoff was slightly delayed due to issues with airport and I was afraid we will miss the connecting flight from Singapore. However, we were allowed to board the flight at Singapore even though we were 5 minutes late and the last passengers in! So they were basically waiting for us. I was very satisfied with the experience and I would love to fly again.";POSITIVE
singapore-airlines;2018-08-19;" |  Taipei to Singapore. Very unpleasant experience with boarding. They asked to check my boarding pass twice within one minute: the 1st time at the boarding gate, and then at the airplane entrance door. I understood that they did it that way due to their ""rigid security policy"", but did not train their staff to do it in a professional manner. ";NEGATIVE
singapore-airlines;2018-08-14;" |  London to Singapore. I had not flown Singapore Airlines for a long, long time and was looking forward to this 13 hr experience. They did not disappoint and had improved over the years. Check-in and boarding were painless and in particular, boarding was well organised. Inside there were the usual charming hostesses in traditional dress. The aircraft was clean and neat. The leg room was fine considering the distance involved, In-flight entertainment was so so good that I chucked away my Sudoku puzzle book and watched what was on offer. Meals were very good and the staff made sure that we were hydrated. There were no real queues for the toilets. Before I realised it we were descending to Singapore. Great experience with the best airline in the world!";POSITIVE
singapore-airlines;2018-08-13;" |  Frankfurt to New York. Friendly smiling crew made a huge difference on this flight. Good food and entertainment, comfortable seats, on time departure. I have used Singapore Airlines for over 30 years and they continue to be my favorite carrier.";POSITIVE
singapore-airlines;2018-08-12;" |  Singapore to Shanghai on 28th July 2018, it was a lovely morning, warm welcomed by the crews on board, seemed like the flight was not full on that day. Had ""book the cook"" US beef and it was really amazing, I could not agree more as it was the best beef I had before. Specially thanks to a lovely air stewardess, her service was really on top. Cabin was spacious. Its a perfect option so far.";POSITIVE
singapore-airlines;2018-08-10;" |  Flying from Yangon to Singapore on mid morning flight, really showed that SilkAir struggles to match the SIA product. To be fair, we were accommodated on an Airbus A330-300, which has seatback IFE, wider seats and a generally more spacious ambience. Nonetheless, the in-flight meal for the 3 hour flight was just much better than the SilkAir product, and the IFE at least made the time pass faster. The A330 has a 2-4-2 configuration, which makes travelling as a couple or single slightly more enjoyable. The cabin crew were very engaged, going the extra mile for multiple drink servings.";POSITIVE
singapore-airlines;2018-08-08;" |  Jakarta to Singapore. I now come back to fly with Singapore Airlines because they are named the “best airline” of 2018, but the service is the best for sure. The check in to boarding was great as usual. Onboard with a wonderful helping staff and crew.  The IFE itself was limited compared to Emirates because it’s an old airplane with no power plug and smaller screens. The food was beef and rice which was delicious. Overall, short flight with Singapore Airlines means the best one ever had. What can I say is to say Thank you to all Singapore Airlines team for this amazing short flight.";POSITIVE
singapore-airlines;2018-08-07;" | Frankfurt to Singapore. Singapore Airlines again demonstrated why it is the best airline. The flawless crew was always offering food and drinks during the whole flight, and always ready to do anything to make your flight great. The food is the best I've ever had on a flight, the IFE was just brilliant and the overall quality of the aircraft was perfect. Legroom and recline angle were exceptional. Simple details as the hot towel after takeoff and before landing make this airline special. Skytrax 5 stars well earned.";POSITIVE
singapore-airlines;2018-08-04;" |  Frankfurt to New York JFK. Check-In was acceptable at best, not very efficient. Although I ordered a wheel chair long ahead of time, i had to wait 20 min for it to arrive. LH has a special check-in area for handicapped people. I had pre-ordered a special meal, which was very good. It came as soon as lunch was served. Which is kind of interesting because, I like booking the SIA flight because they leave Frankfurt at 8:30 in the morning and arrive at JFK around 11, long before anybody else from Europe arrives, which is important in Terminal 4. So lunch was served at 10 am German Time. Why dont they give us a breakfast 9:15 and 2,5 hours before landing a lunch, which would make more sense. The flight was pretty packed, very classy not so many babies around. This A380-800 was built for Asians, but still it was comfortable enough because I am 6 feet 11. The IFE was pretty good, though the tv series were kind of old, movies were a year old but still acceptable. The Team was nice, but not as nice as i have seen them before. Leaving the plane I had to wait until everybody else was gone, but the wheelchair was waiting for me when left the plane. By the time i was through Immigration my luggage was already out.";POSITIVE
singapore-airlines;2018-08-03;" |  The early evening flight was a new A380. Food wasn't anything exceptional though but I should mention that Singapore airlines does go through excessive lengths even in economy class, for instance providing menus. The biggest let down was the breakfast with a cold muffin and some fruits which isn't what I expected on a flagship route because I have eaten better meals on short haul flights with SQ. Crew were varying. The ones that greeted us at the entrance were extremely pleasant but the ones in the rear economy class section were very serious and I saw barely any smiling. Still got the job done though. Inflight entertainment is out of this world and is extremely sophisticated and can keep you entertained for the full 8 hours.";POSITIVE
singapore-airlines;2018-07-26;" |  San Francisco to Bangalore via Singapore. Ticket was sold as 1 layover at Singapore. However flight stopped at Hong Kong and we were made to out for another security check. Three people family was forced to sit at three different seat including my minor child, Same meal was repeated.  We were given last seat in the return journey. There was no cabin space given for our seat and hence we had to put our stuff scattered in the plane. Meals were also mediocre quality with no fruits and veggies or salad.";NEGATIVE
singapore-airlines;2018-07-25;" |  Manila to Bangkok via Singapore. My first time to take a ride of this type of plane, the B787-10. It's spacious, has wider seat-TV screen, more legroom and a wider aisle that my cabin bag did not hit the arm chairs at any time.";POSITIVE
singapore-airlines;2018-07-23;" |  Singapore to Beijing. Took this flight in Apr 2018, the aircraft was pretty new, spacious, I reserved the ""Book the cook"" service prior to departure, the inflight meal was really premium, especially the lobster with rice. The inflight entertainment system was perfect, the screen was big. Ground staffs were friendly, same as the cabin crews.";POSITIVE
singapore-airlines;2018-07-20;" |  My wife and I flew this route on May 1st to Singapore, and then Singapore to Christchurch on May 16th. Good flights, great crew, attentive, approachable, Meals great, drinks plentiful, alcoholic and juices, water, tea, coffee etc, A bit rough flying over Australia, captain had seat belt sign on several times, as well as announcements from cabin crew, Very safety conscience. Clean toilets, rubbish removed promptly. A great experience, would fly this top rating airline again.";POSITIVE
singapore-airlines;2018-07-13;" |  My recent experience in business class was very subpar. First off, the seats were angled weird and made it difficult to sleep comfortably. The entertainment remote was also not very responsive. There were way too many announcements causing frequent interruptions in watching movies (and don't tell me they are necessary as I've never experienced so many announcements on any other airlines). I booked the cook for all my flight meals when it was available. On none of the flights were any of the flight attendants aware that I had pre-ordered my meals. They always asked me what I wanted to order and I had to remind them that I had booked the cook.  On my last leg back home (Seoul to LAX), same problem occurred, but this time they forgot to serve me breakfast (despite being awoken almost 4 hours before landing). They served me the preliminary stuff but then I sat for another hour with no meal served. I went up to one of the flight attendants, and she notified me that she accidentally gave my pre-ordered meal to someone else. However, 10 minutes later, she came out with my correct meal, which tells me she simply just forgot to serve me. The head flight attendant was apologetic and offered me a 100 Singapore Dollar voucher to use on in flight shopping. He told me it was good for one year, but I have no idea if I am going to take another Singapore Airlines flight within the next year, and especially not after this poor experience. This was such a disappointing experience. ";NEGATIVE
singapore-airlines;2018-07-07; |  I am very happy with the service and care provided during this trip. They also upgraded to Business class from Wellington to Melbourne. It was like a sweet and short trip. Thanks for this. Also changed my Bangalore ticket to a earlier flight saving me almost 18 hrs with a very nominal fees. I am very much obliged and grateful for this service. Singapore Airlines have earned a loyal customer today. ;POSITIVE
singapore-airlines;2018-07-05;" |  Sydney to Singapore on SQ242, began with very helpful and friendly ground staff in Sydney. The flight was 20 minutes late but flying time made up for the delay and got us in early. Similarly, the 777 was very well maintained and the entertainment was remarkable. Dinner was not up to it's expected standard however the refreshment that was provided prior to landing was excellent and sufficient. The cabin staff did an excellent job and I particularly observed how they take very good care of toddlers.";POSITIVE
singapore-airlines;2018-06-24;" | Singapore to Bali. Singapore Airlines was disappointing. What happened to the ""Singapore Girl""? Outdated IFE, still using the remote control, poor screen quality and sound. No menu given before the meals nor aperitif proposed. Straight to the food, which was bland. There is wine on the cart but it is not proposed to passengers, one needs to ask for it. A lot of useless announcements from the attendants made this flight totally forgettable. They should shorten their flight safety announcement which, I believe, is one of the longest among carriers.";NEGATIVE
singapore-airlines;2018-06-24;" | SQ856 From Singapore to Hong Kong on the A380 with a flight delay for an hour due to airspace. Flight attendant did not serve Singapore Sling during the delay as not in the air. First time I heard this explanation. When I asked for coffee, the attendant retorted at me as there is turbulence. Flight attendant very impatient. For the flight back via SQ871 on the A330 very friendly flight attendant and pilot who welcome the whole passenger and enjoy his job. I enjoy the A330 services on the way back.";POSITIVE
singapore-airlines;2018-06-13; |  Very impressed with the overall journey with Singapore Airlines. The seating was very comfortable and easy to relax in. The cabin staff were very friendly and helpful. The service in the air was very good and professional. The menu (food and drinks) was good with a great selection for both. We were expecting a small travellers bag (toiletry) with tooth brush and other accessories for the long night trip (like other airlines do) but was not supplied. Only in the toilets we found some items. For the price of a business class ticket or any flight tickets they should have been supplied for the long trip. ;POSITIVE
singapore-airlines;2018-06-08;" |  Davao to Zurich via Singapore. I had an enjoyable experience with Silkair and later on with Singapore Airlines. The 1st leg of the flight was good. Boarding was on time as the departure was. After boarding newspapers were offered, but I refused to get one. After takeoff, the crew took a while to start with the service, but the meal was very tasty and the quantity was good. The legroom on the flight was superb due I was seated at the emergency exit. Unfortunately the IFE was only on overhead screens, so it was quite boring flight. After the layover in Singapore, the ground handling for the 2nd leg was very good and boarding commenced with only slight delay. The service on this flight began shortly after takeoff, but it was a bit rushed during late dinner was served, and I didn't get the dessert. But since it was an ample and tasty dinner, I didn't mind at all since it was already 2am as well. The selection on IFE was superb, but the flight information is a bit outdated, since it was a non-refurbished aircraft. After I called FA for a mid-term snack an ample snack was served. Shortly before arrival a very tasty breakfast was served less rushed than the dinner. Overall the FA's did a great job! The legroom on the 2nd leg was a lot more narrow, but still it was a good legroom. Landing in Zurich was on time. I had a very good experience with Silkair and Singapore airlines and I will recommend to fly with SIA!";POSITIVE
singapore-airlines;2018-06-07;" | Singapore to Los Angeles via Incheon. The aircraft was clean and the seats were noticeably narrower than the PE seat on the Singapore A380. Again I was disappointed by the minimal service by the cabin crew. I had looked forward to my flights on Singapore Airlines and found them to be lacking in attention to their passengers. I would fly Singapore again, but I would not go out of my way to do so as I did this time. I doubt that I would spend the extra money to move up to Premium Economy.";POSITIVE
singapore-airlines;2018-06-05;" |  Melbourne to Delhi via Singapore. Flying Premium Economy was disappointing, over rated seating and food was average and similar to Economy - apart from slight extra leg room, it was not premium at all. Service was below average. Transit in Singapore was also disappointing as agreed requests to ground staff were not actioned on aircraft. After a long time, am using my KrisFlyer points for my wife to travel Business Class from Melbourne to Rome via Singapore on in August 2018 whilst I am travelling on a Business Class ticket. My wife’s SIN-ROME booking using KrisFlyer points remains waitlisted on Business Saver Class despite 3 months of booking. Instead, Singapore Airlines wishes me to pay approx AUD$1,500 to upgrade my wife’s Business Saver Class to the next sub-class. This is unacceptable and disappointing.  Despite being a loyal customer for over 30 years, a fair significant of which is as a PPS member until recently, the airline is unable to assist. Based on poor treatment to-date in respect of item 3 above, it appears that Singapore Airlines is misleading with its KrisFlyer program in that passengers are encouraged to join up but the ability to redeem points is difficult/a very long wait. ";NEGATIVE
singapore-airlines;2018-06-04;" |  Singapore to Perth. This was the first time I used economy class after many years as I used business class for my business flights. I am a big fan of Singapore Airlines and a Solitaire PPS member with them, therefore it was an interesting experience to fly in economy again. Check in was fantastic as I was able to use the first class check in in Singapore which is a pleasant experience. Silver Kris first class lounge is in need of renovation as it is not in line with today’s standards of premium first class lounges. Boarding was on time and effortless, again as due to my status I was able to board first. Seating, the aircraft was an old 777-200 and the seating and equipment reflected this. Perhaps I was spoiled by flying business class but I found the seating very tight and cramped. The inflight entertainment was also very old and limited. I am aware that SIA is introducing the new B787 for the SIN to PER route, this change is well overdue. Another item is the the inflight duty free shipping, we have tried on 4 different flights to buy a certain perfume which is listed in their catalog but it was not available as well as other male colognes listed. There is no point of having a catalog on the plane when the items are not available. Cabin staff were doing a great job and well trained.";POSITIVE
singapore-airlines;2018-06-03;" |  Bangkok to Singapore return. Singapore Airlines is very dependable and the standards always high as is expected of a 5-star airline. The check-in counters are almost always free or have no more than one other guest in front of you. This is something I never take for granted and often a welcomed relief especially if I have travelled quite far to get to the airport. Knowing that check-ins can be done in under 5 mins from reaching the airport is an experience I've always looked forward to when flying with SQ, no matter which country I am in. The check-in staff are always pleasant and polite which sets the tone for the rest of the journey. The welcoming experience is often replicated at boarding when a senior cabin crew checks my boarding pass and welcomes me on board. SQ sets itself apart from the rest of the airlines by showcasing their best and possibly their most senior crew at the boarding area. The inflight entertainment offers an excellent selection of movies and shorter programmes. More importantly, Singapore Airlines allows passengers to use the inflight entertainment as soon as they are seated. The seat is slightly uncomfortable on the A330 in a full upright position but is fine once it can be reclined, even just slightly. They no longer places blankets in every seat for this route but they are available on request.";POSITIVE
singapore-airlines;2018-05-23;" |  Melbourne to London return via Singapore, with A-350 on both MEL-SIN legs, A-80 on SIN-LHR and B-777-300ER on LHR-SIN. Early departure  from MEL and very efficient service. The A350 business class seat and fit-out is very modern and high quality. The A380 and B777 is a bit older but still good. Lie down bed takes a bit of getting used to for set-up and pack away, but once you've got the hang of it, it's great. Helps you to sleep much more than when sitting. Meals were very nice and enjoyed book the cook options. The flight attendants felt the need to wake me for meals, even when I had put the Do Not Disturb button on. Perhaps they could say at the start of the flight when meals are expected, or allow you to choose a time within a certain range? The IFE was excellent with a good choice of recent and older movies. I found the headsets pushed into my ears, which got a bit sore after a couple of hours. I wear glasses, so that might be the reason. Amenities were available in the bathroom, although I didn't realise this until the second leg. Perhaps they should announce it or tell you upon boarding, rather than leaving you to wait for a kit? Overall, very pleasant flights despite the length. On MEL-SIN-LHR, the flight arrived at Terminal 3 and departed Terminal 1, which was a bit disappointing for the national carrier's airport. I had gone to the lounge before realising my connecting flight was in a different terminal.";POSITIVE
singapore-airlines;2018-05-21;" |  Mumbai to Sydney via Singapore. I was travelling with my father in law and he was travelling outside India for the first time. I had requested for wheel chair assistance, but was hesitant about the extent of assistance provided and feasible. I was so pleasantly surprised to see that all my worries  were reduced to nothing with the extent of co-operation, understanding and courteousness displayed by the staff. Hereon, I will be suggesting Singapore Airlines to everybody who asks me. A big thank you to the flight crew and ground staff for SQ 423 and SQ211 on 18th and 19th of May. Keep up the good work guys.";POSITIVE
singapore-airlines;2018-05-16;" |  Singapore to Xiamen. I am extremely disappointed with Singapore Airlines! I am an United Gold customer. Before I booked my flight, I called Singapore Airlines to verify whether I can use the airport lounge due to my United Gold status. The staff gave me wrong info and as a result, I paid $100 more to book Singapore Airlines. However, at the airport, I was refused and was told that the staff gave me wrong info. They refused to correct their mistakes and give me refund.  This is ridiculous! The service was not any better than United and I don't even get the choice of meal that I want because they didn't prepare enough (only 25% of the meal is fish).";NEGATIVE
singapore-airlines;2018-05-15;" |  Wellington to Singapore. My trip was quite disappointing, the 777 aircraft are so old! The TV screen resolution is horrible. Entertainment options not the newest. The flight was delayed by almost 2 hours because of push back issues.  Service and food was just okay. nothing memorable.  With the high prices they charge, I don't think it's worth it, but I still love the brand.";POSITIVE
singapore-airlines;2018-05-09;" |  Bangkok to Singapore. Wanted to try the regional business class available on the brand new Boeing 787-10. Feeling like a cocoon, it is very private, entertainment system is really great, enough space to store your book or headphones, seat is comfortable, without the Z on bed position which i think is a real improvement However, the only small negative point is that the seat is a bit narrow with small arms rest during take off and landing, you can push it down during the flight so not a real issue. Aircraft is great even if i was expected a more quiet environment, compared with the A350 for example. I didn't mention the service and the food which were amazing. Overall a great way to fly.";POSITIVE
singapore-airlines;2018-05-07;" | Singapore to Perth. Departed from Changi airport Terminal 3. Check in was via self serve terminals - very easy. Followed by bag drop, due to a longish queue was redirected to another baggage drop area. Ground staff were eager to assist passengers. Check-in complete a quick process through security and immigration and into a shoppers paradise. Plenty to shop for and places to grab a coffee and a bite to eat. Boarding was orderly and quick again with lots of smiles and “welcome aboard”. Earphones were picked up as we boarded pillows and blankets already on the seats. Service commenced with a hot towel service followed by a bar service. I was drinking apple juice with ice. Shortly after the meal service commenced. The flight attendant noticed my empty glass an asked if I would like another apple juice with ice but she didn’t have ice on the meal trolley would I mind waiting a couple of minutes. I didn’t mind at all. And sure enough within a couple of minutes another flight attendant brought my drink - impressive and unexpected in economy class. The meal was hot and tasty and quite substantial. The seat, although not quite as comfortable as the A330 on the outbound flight, was fine and had good recline. After the meal trays were collected we were offered ice creams. On at least two more occasions my drink was replenished without asking even while I napped. Again a comfortable flight with excellent service. Singapore Airlines has always been the bench mark for service and they are working hard to maintain the high standard they have set.";POSITIVE
singapore-airlines;2018-05-07;" | Perth to Singapore. It has been a long time since I last flew SQ, I am pleased to say nothing has changed they are still the same high standard they were. Check in at Perth was fast. Boarding was by zones and very orderly and efficient, lots of happy smiles and “welcome aboard” from the cabin crew stationed throughout the aircraft. The aircraft was showing its age but was very clean and the seats were very comfortable, ample leg room (I am 6ft) and good recline. Seats were already prepared with blankets, pillows and headphones. Safety checks carried out a number of times prior to and during taxi. Shortly after take-off service commenced with hot towels followed by a very good breakfast. During this 5 hour flight the crew passed through the cabin at least 4 times with trays of water and juice. Inflight entertainment was excellent with plenty to watch and listen to.The only criticism of this flight was the cabin temperature, freezing, the blanket proved essential. That said all in all a very comfortable flight with great service.";POSITIVE
singapore-airlines;2018-05-06;" |  It's a nice experience to take Singapore Airline A380 from Hong Kong to Singapore. The ground staff in Hong Kong is not very nice but cabin crew are friendly. I order a seafood meal and taste good, however, as A380 is the largest aircraft  it takes long time to  board.";POSITIVE
singapore-airlines;2018-05-02;" |  Bangkok to Singapore return on the brand new Boeing 787-10. Check-in at both Suvarnabhumi and Changi was organized and the staff were courteous and professional. Boarding was organized by row number, with clear announcements made for each boarding group. The highlight for both flights was the cabin itself. The seat in Economy, although in the 3-3-3 configuration on the 787, was very spacious, with generous leg room and seat storage. All seat amenities, including a charging port, light switch, and crew call sign, were available on the seat back. The IFE screen was crisp and the system itself had so much quality content, including the newest movies. The system did lag slightly when exiting the navigation map. Catering and cabin crew service was consistent with that of other Asia's legacy carrier's standards. Service could have been a bit more personal, but with 301 seats in Economy for a 1.40hrs flight, the crew did an amazing job. Overall, a very pleasant trip and I look forward to flying with them whenever I can!";POSITIVE
singapore-airlines;2018-04-25; |  Manchester to Auckland via Singapore. Very good flight but the seat got a little uncomfortable towards the end. Good legroom as I am a tall man and had around 3 inches to spare. Was able to have my legs straight when I wanted which makes a difference. I flew with Etihad from Auckland to Manchester and my knees rubbed the seat in front all the way. Singapore Airlines were great.;POSITIVE
singapore-airlines;2018-04-23;" |  Singapore to Denpasar. Old plane doesn’t mean always bad, SQ did a good job for old plane on this flight. SFML meal is good and everything’s okay during the flight, cabin crew so attentive to all passengers even the economy class passanger. SQ did a good job (again) this time!";POSITIVE
singapore-airlines;2018-04-23;" |  Short haul flight and it’s nice as usual, everything’s fine and this is the best option for CGK-SIN flight. It’s value for money and it’s best if you compare to other airlines based on travel duration and price. SQ is one of my favourite Asian airlines u til today.";POSITIVE
singapore-airlines;2018-04-23;" |  Bangkok to Singapore. This route not too perfect like long haul flight that operated by SQ. It’s full of people, but it’s not affected to the service. I suggest SQ to change the new aircraft for this route, since so many traveler from BKK airport. Food for this flight is better than flight embarked from SIN.";POSITIVE
singapore-airlines;2018-04-23;" |  Singapore to Jakarta. Best short haul option for Business Trip in Jakarta. On time, quick check-in process, and well organize flight. Food is good, FA did a great job. The only minus is arrival service at CGK, crowded airport with lack service. Baggage claim need so long time!";POSITIVE
singapore-airlines;2018-04-20;" |  Bangkok to Singapore. Outgoing flight is quite ordinary. Head of the flight does not really possesses usual SQ pleasant personality. I was not addressed by name nor was shown to my seat. Menu was downgraded to one small thin piece of paper similar to economy class menu and wine/ cocktail choices are not listed. The retrofitted 777-200er business class seat is not comfortable at all. It give passenger good privacy, but for a short flight which does not require bed, I cannot find comfortable lounging position at all. Toilet are well stocked and very well taken care of. The return flight is better, same flimsy menu paper, same aircraft and same seat, but crews are pleasant and proactive. My lobster from “Book the cook” menu is very nice.";POSITIVE
singapore-airlines;2018-04-15;" |  Flew return from Singapore to Taipei. Flights were a very reasonable hour. early morning departing and early afternoon returning. The flight out was probably only 65% occupied, which contributed to the overall sense of wellbeing. Flight was on the A330 series, with 2-4-2 configuration. If travelling as a couple or pair, taking the window/aisle seats definitely gives you a sense of your own space, so this was a big plus. Legroom was reasonable. Service was up to the usual standards, although the most senior crew were sometimes a bit unsmiling. Food was average to good, depending on your choice, and the AVOD although not spanking new, was sufficient to entertain most for this 4 hour flight. The airplane is probably beginning to show it's age - it was a bit creaky and rattly on takeoff and landing, but everything is well maintained and perfectly comfortable. Singapore Air may transition some flights to the Boeing 787, and many suggest the 3-3-3 economy seating is a nightmare for economy travellers.";POSITIVE
