airlines;date_post;text;sentiment
emirates;2018-08-29; | Two more great flights with Emirates from London to Melbourne via Dubai. Check in at Heathrow Terminal 3 was quick and efficient and the lounge was marvellous especially for a plane spotter like myself. Boarding was smooth and a glass of nice Champagne offered before take-off. Staff were efficient and friendly and the food and wine offered were superb. Landed in Dubai and headed to lounge as the next flight to Melbourne departed at 2.20 am. Again a smooth boarding and even at that hour of the day a glass of bubbly was on offer and also the staff handed out hot towels and the mattress for the bed. Breakfast was promptly served and after a movie I slept for about 7 hours and then enjoyed a delicious lunch even though it was closer to dinner time at our destination. The multi national crew were fantastic. I usually ask where they come from and its almost like a mobile United Nations conference. Overall an outstanding pair of flights yet again and I really enjoy flying long haul with Emirates.;POSITIVE
emirates;2018-08-28;" |  Kuwait to Lyon return via Dubai. I usually fly with Qatar Airways in Business class but they don't offer this route yet. I was terribly unsatisfied with Emirates product on these flights. First, the 2-3-2 configuration on their B777-300 is outdated and lacks comfort and privacy. The seats are old and screens often don't work properly. On my flight from Dubai to Kuwait, on the A380, my seat was not even clean and i found toothbrush protection on the cocktail table. Second, on my 4 flights during my trip, only 1 crew was attentive and nice to me. The others were not caring about passengers and were snobby and arrogant. Dinner is served on a tray and food not nicely presented (i'd call it economy in business). As for beverages (I usually drink wine during dinner), you can't expect it to be served after you finished your dinner. The crew were disorganized. Last, the internet on board was not working on any of the segments. I am totally disappointed in this airline which markets itself as one of the best. I'll definitely be flying other airline next time and be treated as a business class passenger.";NEGATIVE
emirates;2018-08-24;" | Flown a total of 4 legs (Hamburg to Beijing via Dubai) with 36 persons together booked individually. Check In process was rather complicated because of pre-assigned seats but managed to pack the group together. Luggage drop off in Hamburg was very unfriendly and machine like by AHS staff with shouting throughout the terminal. But Emirates representative was very friendly and helpful with checking in 36 baggage pieces. Flight experience was superb. Several services were offered on all flights and asking for beverages in the galley was possible at all times. Paper menus were offered. Friendly and multi lingual cabin crew on all legs. Very caring for 5 ill kids throughout leg PEK-DXB. Greetings and good bye with not only professional smile. We were afraid of B777 10 abreast configuration - a bit tight but not cramped at all with 6'1"" height. Living space in A380 was superb. Partly bad reviews could not be verified using Emirates on those 4 legs.";POSITIVE
emirates;2018-08-24;" | The service provided by Emirates on both the outbound and the inbound journeys far exceeds what is offered by other carriers flying transatlantic routes to Europe from the East Coast. Both flights left and arrived on time. On both outbound and inbound we were offered two full meals (breakfast on outbound could use improvement), hot towel service, high quality reusable amenity kits, free alcoholic drinks, mood lighting (including a unique 'starry sky' effect when the cabin was dark), and top notch in-flight entertainment which included live camera views from the front and bottom of the aircraft. Economy passengers were also offered free in-flight wi-fi up to a certain amount of megabytes (more than enough to instant message friends and family on the ground with travel updates). All of this for a price that was significantly lower that that of US and Europe based carriers. This was my second time flying this route and I look forward to my next trip with Emirates.";POSITIVE
emirates;2018-08-23;" |  Colombo to Newark via Dubai. I started flying Emirates airlines beginning of this year, I was able to upgrade my seat to business class through their promotions on both my trips to south-east Asia. When it is possible to do so, I will plan all my future airline travels through Emirates. The business class service is elegant, the cabin crew is professional and very efficient.  There was a variety of gourmet food options(but I did skip some of the meals as I was not hungry). I thoroughly enjoyed the traditional local Arabic mezze entree. Business class comes with other perks, like the fast track through security, which allowed me to avoid long lines. Emirates sure sets a very high standard for traveling by air in style.";POSITIVE
emirates;2018-08-23;" |  Bahrain to Singapore via Dubai. Almost missed the connecting flight, have to run to the connecting flight, it was delayed more than 20 min in Bahrain, the aircraft aircon was switch off, citing problem with engines, it always happen in summer, shouldn't you know the problem during the last summer, why do it let it happen again? From Dubai to Singapore, have to ask 3 time for a class of coke, in the end after 20 min I got 2 glass of coke - it is not meal serving time it is not busy, cabin crew, busy chattering at the back of the cabin. I am in economy class, they ignore your request. In flight entertainment is good, enjoy the selection.";NEGATIVE
emirates;2018-08-23;" | I was disappointed with the way people were treated in the airport and on the flight. Got delayed 2.5 hours on departure, had to stay in Dubai airport for 7 hours at night for next flight. Again gate numbers were wrong and staff were not helpful, just caught the flight which flew to the Maldives then Colombo. 12 hours delayed. Very bad experience.";NEGATIVE
emirates;2018-08-20;" |  Amsterdam to Male via Dubai. Disappointed. Somehow there is a myth that this is a great airline. Legroom is great as is the entertainment system. But with that all is said on the greatness. Flight delays are badly communicated (both to and from Dubai) and service is really poor. 2-2,5 hrs after take off you get served while having waited at the gate for 2 hrs (1,5 hrs delay) Cart is sitting in the aisle for 1,5 hrs before they start using it. No glass of water offered and on a six hour night flight you don’t wait for over two hours to serve drinks or meals. Crew not unfriendly but for far friendly. If I can avoid I won’t fly again. Maybe KLM has less legroom and entertainment but the crews are nicer and more attentive. Would advice Emirates to review training and food&beverage setup/process.";NEGATIVE
emirates;2018-08-18;" |  Worst experience ever. I have traveled with Emirates from 15-08-2018 from Sydney to Bangkok and Bangkok to Dubai and then from Dubai to Sulaymaniyah. I have the worst ever experience travelled all the way from Sydney until my last destination. I chose the seat on An aisle. Once I get in to plane they gave me a wrong seat because someone else took it my seat. The crews aren’t good at all, the food was only one meal. This is madness travelled 15 hours only have one meal?";NEGATIVE
emirates;2018-08-17; |  Dubai to Houston. On flight EK 211 that was to leave at 9:30am this morning. Due to mechanical difficulties and poor maintenance capability it is 10:21pm and still have not boarded. There have been 6 adjustments to timing on this flight today causing me to miss meeting in USA due to poor service on this plane. Have been waiting over 13 hours thus far for this flight to take off. Extremely unreliable airline.;NEGATIVE
emirates;2018-08-17;" |  Dubai to London. I have experienced Emirates business class product a few times over the last year and few things have been consistent: poor menu, rushed service, unpersonalized service, rude and poorly trained cabin crew. Any complaints made on their feedback channels (email, website, etc) go without response. For some reason, there is a pervasive myth that Emirates' product is among the top products in the market. I think the service in most airlines far exceeds what Emirates offers, especially in business class";NEGATIVE
emirates;2018-08-16;" |  Hamburg to Melbourne via Dubai. Have flown Emirates for many years,  but not any more. Emirates staff at Hamburg Airport were rude and unprofessional to my mother, and the only redress they could offer was a cut and paste email. Goodbye Emirates.";NEGATIVE
emirates;2018-08-15; |  Melbourne to London via Dubai. Early start with EK 409 departing Melbourne at 5.00 am so arrived at airport at 2.30 am to check in. Ground staff were great but warned me that immigration and security would not open until 3.00 am! As you can imagine with a full flight there were hundreds of passengers lined up to go through this process. Was given a priority lane pass which made the progress much easier. Boarding was prompt but could have stayed in the lounge as it had an excellent breakfast menu and great seating. On board was offered a glass of French which at 4.30 am is the only way to start the day. Seat was more than comfortable and the staff were first rate. Breakfast offering after take-off included a healthy option or the more traditional fare of bacon and eggs etc. The crew now use an electronic form on smart devices to take your order. Lunch was served 2 hours from landing and again an excellent choice. Landed on time and after 90 minutes it was off to London on EK 003. Again the crew were welcoming and drinks offered before take off and orders promptly taken when airborne. More food served before landing at London Heathrow and landing was right on time. On each flight passengers are offered a mattress to put on the seat and in some cases an extra pillow. ICE system is brilliant and a great selection to choose from and the cameras on the aircraft are a must watch for landing and take-off. Overall a fantastic long haul experience with friendly crew and great service. Could not recommend more highly.;POSITIVE
emirates;2018-08-12;" |  New York to Johannesburg via Dubai. I accompanied my teenage son to a short internship in a private conservation area in South Africa. He was tasked with photographing all the researchers operating in that area and therefore had to take expensive photographic gear. We showed that gear to the Emirates check-in manager in New York, who gave us no trouble at all for carrying it on as hand luggage. Leaving Johannesburg, Emirates agents stopped us and the manager treated us terribly, telling us that we couldn't take the gear on the plane, that it was a safety hazard, blah blah. Our checked luggage was very light so we were not over in terms of the weight we were bringing on the flight. He told us that our only option was to sign a liability form and put the lenses in the hold. We might as well have thrown the gear into the street and watched the trucks run over it. This was the day before Christmas, and the airline basically threw us out to find our own way home at holiday time -- even though they had allowed us to fly in. We got no refund. We had to buy same-day tickets home on Delta -- and by the way, our hand luggage did not come even close to falling out of the overhead storage on that airline. I will never fly Emirates again.";NEGATIVE
emirates;2018-08-12;" |  Colombo to Dubai. I wasn't blown over by the service orthe food. The plane was old and dated and tv screen didn't work, the rest of the staff weren't very polite and seemed tired and grumpy. I managed to put one movie on, but the screen was blurry and the movie was different than the original. The first leg was a better much newer plane with a working screen, the staff were politer and the food was better. Each time I fly with Emirates, the service goes downhill.";NEGATIVE
emirates;2018-08-11;" |  Hyderabad to Amsterdam via Dubai. If you want to pay 210 USD for 7kgs excess baggage (14kg in total), then this is your airline. Youre only allowed 7kgs in cabin, including your laptop! This is ridiculous!";NEGATIVE
emirates;2018-08-11;" |  Totally disappointed with Emirates on the flights from Manchester to Dubai, and from Dubai to Manchester on the way back. Flights to and from Singapore the cabin crew were very good but airplane was old and some of the touch screens were not working and also the seats were not very good. The experience at Manchester airport was horrendous- that wasn’t the airlines fault. Once we got onto plane the plane though the experience didn’t improve the stewards and stewardesses looked bored and could not be bothered with passengers. When they did come round it felt as though they were just completing jobs without a care as to how they do it! Also noticed that the kids meals were not presented as they used to be 2 years ago when I last traveled with them. Dubai to Manchester on the 31st of July- firstly flight we had booked was supposed to be from Singapore to Colombo and then to Dubai, they had overbooked and as a result offered us a direct flight from Singapore to Dubai which we didn’t have an issue with. Flight from Dubai was a different story the cabin staff looked depressed and really difficult to deal with. You would ask nicely but their responses were really short and every time it was a no! Having had 3 children with us they were given breakfast part of which was cereal, all 3 were given different cereals which caused problems as they all wanted the same one, when the air stewardess was asked if she could check if there was this particular cereal available her answer was no straight away without even checking. Overall we just feel as a family in future we would rather travel long haul with other airlines as Emirates service was terrible and reading reviews we don’t appear to be the only ones. Emirates have started offering a saver fare which if you book be aware you will not be able to pre select your seats. Inflight entertainment was some of the worst I had seen - some of the movies were really old! I think Emirates appear to have forgotten who they are competing against here, it appears they want to compete with budget airlines hence they are using their pricing tactics. A";NEGATIVE
emirates;2018-08-10;" |  Athens to Newark. Really bad experience. Seats were super cramped. Food was gross,seriously subpar compared with other comparably priced airlines).  Customer service is hostile. There was no wifi - don't know why they are allowed to advertise that there is. Nightmare airline.";NEGATIVE
emirates;2018-08-10;" |  London to Kilimanjaro via Dubai. Great in-flight service, horrendous after-flight customer care. Baggage lost for over three days, with bag never having left London. Emirates customer care trying to blame partner airline and refusing to take responsibility. After several calls manager finally admits problem, promises to take care of it and find my bag, keeping me up to date - and then was never heard from again. This airline is a disgrace. I finally found the bag through their partner (Flydubai) - who managed to track it down albeit the complete incompetence of Emirates. Poor service, poor customer care, poor handling, general incompetence - if you fly with them make sure you only have carry on.";NEGATIVE
emirates;2018-08-09;" |  I traveled from Kuwait to Cochin via Dubai on 6th August. As per my itinerary my allowed hand luggage weight is 7KG. I traveled with 7 KG weight + my laptop this weight allowed from Kuwait during my check in, but from Dubai during check in time they charged for my laptop weight. I would like to know is their any separate rules for emirates flying from Kuwait and Dubai. I paid around 410 AED extra, but one thing I decide I will not choose Emirates again.";NEGATIVE
emirates;2018-08-09;" |  London to Manila via Dubai. Here is an airline that has deteriorated in a spectacular fashion. I have flown with Emirates since the late 90's and had not used them recently. I decided to use them this year. What a shock! This was not the Emirates that I used to know and liked immensely. Their aircraft are dirty and their staff, both on the ground and in the air, are inept and downright rude. In my particular case, i originally booked flights from Gatwick to Manila, via a two hour stopover in Dubai. After paying for the flights, Emirates emailed me to say that the schedules had changed and I was now on a flight from Heathrow with a one hour stopover in Dubai. To be honest, i was somewhat wary of such a tight connection time but I (in hindsight) stupidly trusted Emirates to get me to my destination on time. Well, the inevitable happened. The flight from Heathrow was delayed, thus causing me to miss my connecting flight to Manila. Incidentally, having checked this particular flight (EK004), it appears that it has been late departing from Heathrow virtually every evening. I would love to know how many other Manila bound passengers have missed their connection in this way over the last three months. The Emirates ground crew at Dubai were next to useless, accommodating us in a shabby hotel in Dubai for a few hours and then sticking us on a Hong Kong bound flight that evening, to connect with a Philippine Airlines flight the following morning. In short, a planned 17 hour, 1 stop journey became a 30 hour, 2 stop journey. I contacted Emirates and asked why we had not been placed on the direct flight from Dubai to Manila that evening. We would have still been late, but at least we would not have had to connect in Hong Kong. As yet, no answer. In fact, the response from Emirates has been condescending and wholly unsatisfactory. The Dubai ground crew and the Emirates customer service office give the impression that they are doing the delayed passengers a huge favour by shipping them out on a little bus to a Dubai hotel for a few hours and then placing them on later, non-direct flights. The customer services rep in his email to me even had the brass neck to point out how expensive it is for Emirates to re-book us on to another airline at Hong Kong.  Here's an idea Emirates, stop re-scheduling passengers on to flights with almost impossible connection times and get your passengers to their destinations as advertised. In conclusion, we missed a late evening meet up with friends in Manila and I had to fork out £160 for new internal flights to our final destination, as we had missed our original flights in Manila. Any potential Emirates passengers out there, read these reviews and take heed. Avoid the headaches and book with an airline who actually know what they are doing. I certainly shall in future.";NEGATIVE
emirates;2018-08-08;" |  We booked a connecting flight from London to Dar es Salaam via Dubai. Due to bad weather in Europe our plane was late departing and we spent over two hours on the runway. Consequently we missed our connecting flight in Dubai. When we finally reached Dubai there was complete chaos. There were 200+ other people who also missed connections and it was not clear where to go. We followed the crowd to the desk area for help there were only 4 Emirates staff helping over 200 people get to their final destinations. We were trying to get to Dar Es Salaam in Tanzania to meet a further connecting flight to start a 5 night safari. After after about a 45 minute wait we eventually got to speak to someone who said we could get an 8 hour flight to Johannesburg then a further flight to back to Dar Es Salaam. This would mean we would have got to Dar Es Salaam too late to catch our final connection and would have missed two days of our safari. Out of a 5 night safari this is a significant portion. When I complained I was told to stop wasting his time. Other people were also being badly treated. One other passenger found a replacement flight online and asked to be transferred but was told you've got your ticket don't speak to me anymore. Bearing in mind Emirates knew early on that the plane would be delayed they had over 8 hours to sort this out what they came up with was completely inadequate. It seemed everyone was being sent to Johannesburg. As the flight to Johannesburg was 4am the next morning we were sent to a hotel to wait. When we got to the hotel there were hundreds of other people waiting to check in as well. We queued in reception for over 3 hours to get our room but I'm not sure why we bothered as we had no luggage as this was still at the airport. Thankfully our tour operator Audley Travel managed to book us onto a flight to Zanzibar and then onto Dar Es Salaam in time to meet our final connection and only miss 1 day of our holiday and not 2. The flight to Zanzibar was with FlyDubai which is owned by the same people as Emirates. Why couldn't we have been offered this option by Emirates? You would hope this was the end of our bad experience with Emirates but no. When we went to come home we turned up at the airport in Dar Es Salaam over 3 hours before our flight was due to leave but were told by the check in staff that they could not print our boarding passes. The reason for this is because our tickets were out of sequence. It seems you have have to go wherever Emirates wish to send you in this case Johannesburg regardless of wether you wish to go there or not. We spent a further three hours at the airport in Dar Es Salaam not knowing if we would be able to go home. They said it was a security issue but they could clearly see our passports, they could see when we arrived in Tanzania as our visa was stamped with the date of arrival and they would have known our luggage had been transferred to a different flight. Only thanks to the persistence of the check in manager at Dar Es Salaam who spent over 2 hours on the phone and the immigration officials who sped us through security did we make the flight back home with only 2 minutes to spare. All in all I would definitely not recommend Emirates as an airline. It seems they can only run an airline if things run smoothly but are completely out of there depth if they hit a problem. The mark if a good company is how they deal with things when problems arise and in my view they completely failed";NEGATIVE
emirates;2018-08-06;" |  Durban to Athens via Dubai. Emirates standards have dropped considerably. They don’t even have the food which they are offering on the menu, the menu offers a choice but when you choose the fish they say they don’t have. On this particular flight they even admitted they had hardly any of the fish option. On the next flight my wife was lucky enough to score the last chicken meal and I was forced to accept the beef. Also, the food was generally bland and I would hazard a guess they have changed caterers. They have also cut a few corners in the meal, for example the little chocolate has disappeared. They also didn’t offer the usual overnight packs (tooth brush, eye thingy etc)...when I enquired about this I was told they only offer these on flights exceeding 9 hours and the first leg of our flight was about 8 hours. This must be a new policy, as we have always received these packs. I have for many years regarded Emirates as the worlds best airline, but after experiencing these cost cutting measures, I will gladly forfeit my skywards miles and go back to Qatar or Etihad.";POSITIVE
emirates;2018-08-04;" |  Sydney to London via Dubai. Excellent lounge in Sydney with great choice of good breakfast food. Private window seat which forms a comfortable bed with mattress topper and big pillow. Crew pretty friendly and very attentive. Food excellent and lots of it. The bar at the back is good for stretching your legs and yet more food. Similar from Dubai to London, though crew less friendly.";POSITIVE
emirates;2018-08-03;" |  Newcastle to Bangkok via Dubai. I had a very favourable experience flying with Emirates. The cabin crew were hardworking and friendly, planes clean and modern, entertainment was top notch, food high quality and you aren't made to feel guilty for pressing the call button to ask for more drinks. The only negatives were the fact they ran out of the beef option on the Newcastle to Dubai leg and then the fact we departed Dubai almost an hour late, although this was due to passengers not showing up and needing their baggage offloaded. I would recommend Emirates.";POSITIVE
emirates;2018-08-03; |  Los Angeles to Mumbai via Dubai. Food service on flight from Los Angeles to Dubai and return was one meal in second hour of flight and one pizza slice 2 hours before landing. This is what we were served on a 16 hour flight - they served soft drinks/juice and wine and alcohol 45 minutes after the first meal was served. Alcohol/wine is generally served 30 minutes prior to food service. The Dubai terminal was resembling a fish market. There were approx 120 seats near the gate. They are using A380-800 which is 475 to 500 passengers on a flight. The number of seats were totally inadequate. The staff serves food and drinks - but when you ask for something they dont have like Diet Coke/Diet Pepsi they say 'sir I have apple juice/orange juice' - They want passenger to believe they do not have Diet coke/diet pepsi. They are not willing to walk a bit and get the diet coke from the pantry for the passenger. Movies/TV shows were in large quantity but lacked quality. The staff do not clean the toilets on a 16 hour flight. This is not a premium airline - this resembles a budget airline.;NEGATIVE
emirates;2018-08-01;" |  Paris to Dubai return. Cabin crew wasn't really attentive on both flights. I'm used to fly with companies such as Singapore Airlines, Cathay Pacific, Malaysia Airlines or Korean Air which provide an excellent service on board and I had similar expectations with Emirates - but I've been pretty disappointed. Regarding flight EK075 DXB-CDG, one of the boarding crew had a really aggressive behavior.";NEGATIVE
emirates;2018-07-30;" |  Barcelona to Melbourne via Dubai. At the recommendation of the cruise company we booked with, who said they receive a very good deal with Emirates we had them book our flights. Prior to leaving we phoned Emirates to arrange seat allocations, after this was done we were informed that we were to be charged an extra $200AUD for this booking. After complaining to the cruise company they did pay this cost. This is the first time we have ever had to pay for booking seat allocations on any airline we have travelled on overseas. As my wife has a medical condition that prevents her from eating anything spicy we checked out the food options with Emirates and their representative was very understanding and recommended that the best option was a Western Vegan Meal, this was confirmed in a email from them. On the flight to Dubai/ Rome WHAT happens, my wife's meal arrives and if not the sauces then whether the fish,chicken,beef or pork all come out with curry in it. Regardless of complaints no other option available, no spare standard meal either. However, on the Dubai to Rome section when the same meal problem arose the cabin crew supervisor asked us for our flight details and said she would arrange to cancel this ""vegan"" meal option and it would mean my wife would have the choice of the regular meals on our return flights home from Barcelona. Somewhere in cyberspace this arrangement still lingers, for on our flight from Barcelona history repeated itself. Once again, No spare meals available so as before my wife had a whatever I could give her off mine, likewise the same issue came up on the flight from Dubai to Melbourne. Just to add insult to injury, as we were seated near the galley we saw meal trays dropped on the floor and the noise coming from there was loud to say the least, also we feel the toilets could have been more regularly checked as the basins needed cleaning and toilet rolls replaced as well as refuse bins emptied. Seated next to me was a young man with a liking for gin and tonics, He was seen ordering ""doubles "" e.g. two bottles at a time and also helping himself to the bar which was parked behind our seats. Added to this he decided it was more comfortable to squat on the seat with his posterior almost on the headrest of the seat. Of course what happened next was predictable, a full drink spilled all over me, so with using our blankets to clean up this mess and dry me off we needed two clean blankets. Request for same met with the reply that no spare blankets available, which meant we spent the rest of the flight cold no thanks to the air-con. However, just before arrival a flight attendant was seen collecting unused blankets and passed us with a large bag three quarters full of unused blankets, two of which I am sure could have been found with a little effort so we didn't go cold. Needless to say we will never fly Emirates again nor recommend them to anyone.";NEGATIVE
emirates;2018-07-29;" |  Booked ticket to try out Emirates on a flight from Bangkok to Hong Kong to try them out. As a solo traveler I tried to check in online to secure a seat next to a window or a aisle. The online check in did not work, I showed up at the airport to check in 3 hrs before departure. No other seat than in the middle available. Disappointed, but it’s my first time and last to allow Emirates to disappoint me. Non-returning customer.";NEGATIVE
emirates;2018-07-26;" |  Dubai to Paris. The service in economy class has gone down. There could be not enough staff but they seem to be in a rush to go at the back and chat together. they don't seem dedicated to their work. Breakfast served 3 hours before arrival, which for a night flight, means no sleep. Could be again a question of understaffed if not training in customer service.";POSITIVE
emirates;2018-07-25;" |  Dubai to New York JFK. My mother, family, and friends decided to pick Emirates as our choice of airline having hearing great reviews. We were all beyond disappointed at the service we received both going to Dubai and coming back to JFK, New York. When coming onboard we found our seats filled with about 10-15 blankets and 6 headseats and 5 pillows. This was the first image we encountered of Emirates. The flight attendant gave us the excuse that other people probably put them there, but never apologized (Aranza). We understand that we did not pay for “first class”, but that does not mean we should be treated any less. How does an airline not pack enough food for a 12 hour and 45 minute flight? Please help me understand.  It has taken years for a company to build its reputation, but seconds to destroy it! We were highly disappointed and I will be sure to never fly with Emirates ever again and will never recommend your airline! They do not project themselves to what they make it seem.";NEGATIVE
emirates;2018-07-24;" |  Johannesburg to Jakarta via Dubai. All flights with the customer service, seats food, entertainment etc was good, but the onboard staff service looks inexperienced which is the only negative things. There is no chaos onboard but the crew expected to not help passenger if they need help. Then when I press the button then the crew told wait but 10 minutes called another staff but not at all. The good thing about this airline is the service has been improving since the last time I've flown with them few years ago. The shocking is about the staff service onboard which ignores the passengers. ";POSITIVE
emirates;2018-07-21; |  Athens to Christchurch via Dubai. I booked tickets 6 months ago and found that I couldn't select seats on our homeward flights from Athens to Christchurch. I was separated from my children. Emirates staff couldn't care and were very unhelpful. It seems Emirates do this to make you pay for seats! Lousy Customer service;NEGATIVE
emirates;2018-07-20;" |  Dubai to Ho chi Minh City. My baggage was missing. When I reached the destination, I was informed and I was on official tour. The suggestion I received from the incompetent staff was “your baggage can only come after 36 hours. You can trying buying clothes from there”. They have no understanding of customer needs. Leaving baggage is a practice they love. My baggage went missing again in July in another flight. Traveling through Emirates is just waste of money, time, and all you get is frustration. ";NEGATIVE
